"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","Consensus"
"7a4f382fec912c5f7f98c01c3f0a66fb","Eukaryota","Archaeplastida","Chloroplastida","Charophyta","Phragmoplastophyta","Streptophyta","Embryophyta","Tracheophyta","Spermatophyta","Magnoliophyta","Zostera marina","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a6166286f20d3de5c8777f845ef6a4f","Eukaryota","SAR","Alveolata","Protalveolata","Colpodellida","Voromonas pontica","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a64267164c823e35a32bdfca2871c0f","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Protokeelia bassonii","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a65e9121bc92ee2ebde0e5544fdb170","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma sp. CSN-18","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a70518d346f0669eb095e24639397e2","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a7fd9dc7c10b2e7c9b233b35fac47d4","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Silicofilosea","Euglyphida","Paulinellidae","Paulinella","Paulinella chromatophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a8a570ccc74399dbae7cf62fbebe13a","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a8f768a6026963d475dbf8cbbb90ff9","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a987ccc81e4dd90385547108053e66b","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Enoplea","Enoplia","Enoplida","Oncholaimina","Oncholaimina_infraorder","Oncholaimoidea","Oncholaimidae","Viscosia","1"
"7aa602bb0a6d794a293e31d7dce2873e","Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Lecudina","Lecudina polymorpha morphotype 2","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7aa9b5c71311a1d66943022ec5cd67f6","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Pythium","Pythium monospermum","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7ab223b54857f780f357bc320e7d0ce0","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Chytridiomycota","Incertae Sedis","Chytridiomycetes","Rhizophydiales","uncultured","uncultured Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7ab4b6519356540c018b574eb3833f27","Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","uncultured","uncultured Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7ab73dc912275decfc44a3a82434a647","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7ac0e655bcc216439b203211f9b6591d","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Linhomoeidae","Metalinhomoeus","1"
"7ac395d9b3a68761f58cc9bf895d27e5","Eukaryota","SAR","Stramenopiles","MAST-6","uncultured stramenopile","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7ad2b946fab2a98668b78e962a22fc0e","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Corticiales","Corticiaceae","Phlebia","uncultured fungus","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7ad48cbfdb418782aa0a27255b79c5f3","Eukaryota","SAR","Rhizaria","Cercozoa","Basal Group T","uncultured Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7afa68b8231a3ba51f59c2d3bfb087f0","Eukaryota","Cryptophyceae","Kathablepharidae","Hatena","Hatena arenicola","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b0304927745dfd8c20579dddd81ef2e","Eukaryota","SAR","Rhizaria","Cercozoa","Novel Clade 2","uncultured marine picoeukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b1e0c62ccae66401585947056c4f801","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","uncultured","unidentified","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b2d74da40a162f3afb16f414a3f59df","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b3244a319a39627a26232950302b808","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b51988c06283b3f751a358c3cd6091f","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporales","Testudinaceae","Neotestudina","Neotestudina rosatii","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b62cae9a1e0fcec0b731546ce09ed94","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Apodachlya brachynema","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b77837773e1a9a3884bf83549fc3a59","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Silicofilosea","Euglyphida","Paulinellidae","Paulinella","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b790f08fceb14c94106b083755eeb32","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Saccharomycotina","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia bicuspidata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b7e69c341c755dd6cbbd675cc48b011","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulax","Gonyaulax spinifera","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b83777dbebe6975cde7eeb5ef1b4c37","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta hoffmannii","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b8516d5d58eb4ebbfea1724e46220ac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b8eeb78bb89f01dc1c2c093774db953","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales","Sinophysis","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b8fe5c766fa0b0585f8e33f497bb04a","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7b9a142622a736d18ae1e24f28809e09","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Heteroconchia","Veneroida","Nutricola tantilla","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7ba096c6ac036d4a5e14202fc1d42583","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Chromadorida","Chromadorina","Chromadorina_infraorder","Chromadoroidea","Chromadoridae","Ptycholaimellus","1"
"7ba3dc7bdbf5a7e2ab4fb5385cc85572","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Olpidiopsis","uncultured Oomycetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7bab100fed072e77ec9ccd36223f0a83","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Silicofilosea","Thaumatomonadida","Thaumatomonadidae","Allas","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7bccab2917862752025c67deff91977f","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Stauroneis","Stauroneis latistauros","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7bcd9253021d54d0bd794abcd902699a","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","DSGM-81","uncultured Chlorophyta","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7bd3f833803b2c9f260b848abba3bf47","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Enoplea","Enoplia","Enoplida","Oncholaimina","Oncholaimina_infraorder","Oncholaimoidea","Enchelidiidae","Pareurystomina","1"
"7be9c9160a293168f1a3dfa066c8dd5c","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Halodaphnea","Halodaphnea panulirata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7bf052144fab55f31eb1ab0ef7e7e2ef","Eukaryota","Excavata","Metamonada","Preaxostyla","Paratrimastix","Paratrimastix pyriformis ATCC50598","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7bfb74d4c70524cc1ab61d0abc6bedd3","Eukaryota","SAR","Alveolata","Apicomplexa","Novel Apicomplexa Class 2","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7bfbc727db1d58c3caef0ff037ac3178","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Pythium","Pythium monospermum","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7c01a3210d362d4e9642a016eda6f6d5","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Amphidinium","Bysmatrum subsalsum","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7c0863fdc26eb7cb397978b16881556a","Eukaryota","Amorphea","Amoebozoa","Incertae Sedis","Apusomonadidae","Amastigomonas","uncultured Apusomonadidae","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7c10814c04d0be8c3d515b7a17d44510","Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Lecudina","Lecudina polymorpha morphotype 2","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7c140155ba76bb281145f689032f942e","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Neocallimastigomycota","Incertae Sedis","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Orpinomyces sp. C1A","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7c1947c8bfc7cee3f1a8192a244a5278","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Linhomoeidae","Metalinhomoeus","1"
"7c2fde42a70c7e7ae3e6225641cd7688","Eukaryota","SAR","Alveolata","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","Antestrombidium agathae","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7c32cd0cf592500cdb5086a066dca776","Eukaryota","SAR","Rhizaria","Cercozoa","Novel Clade Gran-3","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7c413941904c11d9b154207d8472693d","Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","uncultured","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7c41fe05071066ec1a5d31351d29c436","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidinium","Protoperidinium leonis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7c65948038c5a5e24cc530ca263e1179","Eukaryota","Amorphea","Amoebozoa","Incertae Sedis","Apusomonadidae","Amastigomonas","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7c7a42458161238b2610fb07a15bc8c5","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
